category,main_category,secondary_category,type,supercategories
desayuno_dulces_y_pan_azucar_y_edulcorantes_edulcorantes,desayuno_dulces_y_pan,azucar_y_edulcorantes,edulcorantes,panaderia
desayuno_dulces_y_pan_bolleria_bizcochos_y_magdalenas,desayuno_dulces_y_pan,bolleria,bizcochos_y_magdalenas,panaderia
desayuno_dulces_y_pan_bolleria_croissants_ensaimadas_y_napolitanas,desayuno_dulces_y_pan,bolleria,croissants_ensaimadas_y_napolitanas,panaderia
desayuno_dulces_y_pan_bolleria_otros_productos,desayuno_dulces_y_pan,bolleria,otros_productos,panaderia
desayuno_dulces_y_pan_bolleria_pan_de_leche_y_brioches,desayuno_dulces_y_pan,bolleria,pan_de_leche_y_brioches,panaderia
desayuno_dulces_y_pan_bolleria_pastelitos_y_donuts,desayuno_dulces_y_pan,bolleria,pastelitos_y_donuts,panaderia
desayuno_dulces_y_pan_bolleria_productos_regionales_y_de_campana,desayuno_dulces_y_pan,bolleria_productos_regionales_y_de_campana,bolleria_productos_regionales_y_de_campana,panaderia
desayuno_dulces_y_pan_bolleria_tartas_y_bizcochos,desayuno_dulces_y_pan,bolleria_tartas_y_bizcochos,bolleria_tartas_y_bizcochos,panaderia
desayuno_dulces_y_pan_cafe_en_grano,desayuno_dulces_y_pan,cafe_en_grano,cafe_en_grano,panaderia
desayuno_dulces_y_pan_galletas_barquillos,desayuno_dulces_y_pan,galletas_barquillos,galletas_barquillos,panaderia
desayuno_dulces_y_pan_galletas_con_chocolate,desayuno_dulces_y_pan,galletas_con_chocolate,galletas_con_chocolate,panaderia
desayuno_dulces_y_pan_galletas_de_mantequilla,desayuno_dulces_y_pan,galletas_de_mantequilla,galletas_de_mantequilla,panaderia
desayuno_dulces_y_pan_cacao_cacao_soluble_instantaneo,desayuno_dulces_y_pan,cacao,cacao_soluble_instantaneo,panaderia
desayuno_dulces_y_pan_cacao_cremas_de_cacao,desayuno_dulces_y_pan,cacao,cremas_de_cacao,panaderia
desayuno_dulces_y_pan_cafe_capsulas,desayuno_dulces_y_pan,cafe,capsulas,panaderia
desayuno_dulces_y_pan_cafe_capuchino_y_otros,desayuno_dulces_y_pan,cafe,capuchino_y_otros,panaderia
desayuno_dulces_y_pan_cafe_cereales_solubles_y_achicoria,desayuno_dulces_y_pan,cafe,cereales_solubles_y_achicoria,panaderia
desayuno_dulces_y_pan_cafe_molido_descafeinado,desayuno_dulces_y_pan,cafe_molido,descafeinado,panaderia
desayuno_dulces_y_pan_cafe_molido_mezcla,desayuno_dulces_y_pan,cafe_molido,mezcla,panaderia
desayuno_dulces_y_pan_cafe_molido_natural,desayuno_dulces_y_pan,cafe_molido,natural,panaderia
desayuno_dulces_y_pan_cafe_soluble_descafeinado,desayuno_dulces_y_pan,cafe_soluble,descafeinado,panaderia
desayuno_dulces_y_pan_cafe_soluble_natural,desayuno_dulces_y_pan,cafe_soluble,natural,panaderia
desayuno_dulces_y_pan_caramelos_y_chicles_caramelos_blandos_y_golosinas,desayuno_dulces_y_pan,caramelos_y_chicles_caramelos,blandos_y_golosinas,panaderia
desayuno_dulces_y_pan_caramelos_y_chicles_caramelos_duros,desayuno_dulces_y_pan,caramelos_y_chicles_caramelos,duros,panaderia
desayuno_dulces_y_pan_caramelos_y_chicles_chicles,desayuno_dulces_y_pan,caramelos_y_chicles,chicles,panaderia
desayuno_dulces_y_pan_cereales_barritas_cereales,desayuno_dulces_y_pan,cereales,barritas_cereales,panaderia
desayuno_dulces_y_pan_cereales_cereales_familiar,desayuno_dulces_y_pan,cereales_cereales,familiar,panaderia
desayuno_dulces_y_pan_cereales_cereales_infantiles,desayuno_dulces_y_pan,cereales_cereales,infantiles,panaderia
desayuno_dulces_y_pan_cereales_cereales_linea_fibra_muesli,desayuno_dulces_y_pan,cereales_cereales,linea_fibra_muesli,panaderia
desayuno_dulces_y_pan_chocolates_y_bombones_a_la_taza,desayuno_dulces_y_pan,chocolates_y_bombones,a_la_taza,panaderia
desayuno_dulces_y_pan_chocolates_y_bombones_bombones,desayuno_dulces_y_pan,chocolates_y_bombones,bombones,panaderia
desayuno_dulces_y_pan_chocolates_y_bombones_chocolatinas,desayuno_dulces_y_pan,chocolates_y_bombones,chocolatinas,panaderia
desayuno_dulces_y_pan_chocolates_y_bombones_grajeas_y_huevos_chocolate,desayuno_dulces_y_pan,chocolates_y_bombones,grajeas_y_huevos_chocolate,panaderia
desayuno_dulces_y_pan_chocolates_y_bombones_tabletas,desayuno_dulces_y_pan,chocolates_y_bombones,tabletas,panaderia
desayuno_dulces_y_pan_galletas_desayuno,desayuno_dulces_y_pan,galletas,desayuno,panaderia
desayuno_dulces_y_pan_galletas_desayuno_y_merienda_infantil,desayuno_dulces_y_pan,galletas,desayuno_y_merienda_infantil,panaderia
desayuno_dulces_y_pan_galletas_digestive,desayuno_dulces_y_pan,galletas,digestive,panaderia
desayuno_dulces_y_pan_galletas_maria,desayuno_dulces_y_pan,galletas,maria,panaderia
desayuno_dulces_y_pan_galletas_rellenas,desayuno_dulces_y_pan,galletas,rellenas,panaderia
desayuno_dulces_y_pan_galletas_salud,desayuno_dulces_y_pan,galletas,salud,panaderia
desayuno_dulces_y_pan_galletas_surtidas_y_pastas_de_te,desayuno_dulces_y_pan,galletas,surtidas_y_pastas_de_te,panaderia
desayuno_dulces_y_pan_infusiones_manzanilla,desayuno_dulces_y_pan,infusiones,manzanilla,panaderia
desayuno_dulces_y_pan_infusiones_menta_poleo,desayuno_dulces_y_pan,infusiones,menta_poleo,panaderia
desayuno_dulces_y_pan_infusiones_otras_infusiones,desayuno_dulces_y_pan,infusiones,otras_infusiones,panaderia
desayuno_dulces_y_pan_infusiones_te,desayuno_dulces_y_pan,infusiones,te,panaderia
desayuno_dulces_y_pan_infusiones_terapeuticas,desayuno_dulces_y_pan,infusiones,terapeuticas,panaderia
desayuno_dulces_y_pan_infusiones_tila,desayuno_dulces_y_pan,infusiones,tila,panaderia
desayuno_dulces_y_pan_pan_barritas_y_panecillos_tostados,desayuno_dulces_y_pan,pan,barritas_y_panecillos_tostados,panaderia
desayuno_dulces_y_pan_pan_biscotes_y_pan_tostado,desayuno_dulces_y_pan,pan,biscotes_y_pan_tostado,panaderia
desayuno_dulces_y_pan_pan_colines_picos_y_rosquillas,desayuno_dulces_y_pan,pan,colines_picos_y_rosquillas,panaderia
desayuno_dulces_y_pan_pan_crackers_y_tartaletas,desayuno_dulces_y_pan,pan,crackers_y_tartaletas,panaderia
desayuno_dulces_y_pan_pan_pan_aperitivo,desayuno_dulces_y_pan,pan,pan_aperitivo,panaderia
desayuno_dulces_y_pan_pan_pan_de_molde_para_bocadillos,desayuno_dulces_y_pan,pan,pan_de_molde_para_bocadillos,panaderia
desayuno_dulces_y_pan_pan_pan_fresco,desayuno_dulces_y_pan,pan,pan_fresco,panaderia
desayuno_dulces_y_pan_pan_pan_para_hornear,desayuno_dulces_y_pan,pan,pan_para_hornear,panaderia
desayuno_dulces_y_pan_pan_pan_rallado,desayuno_dulces_y_pan,pan,pan_rallado,panaderia
desayuno_dulces_y_pan_pan_picatostes,desayuno_dulces_y_pan,pan,picatostes,panaderia
desayuno_dulces_y_pan_pan_pan_de_molde_blanco,desayuno_dulces_y_pan,pan_pan_de_molde,blanco,panaderia
desayuno_dulces_y_pan_pan_pan_de_molde_integral,desayuno_dulces_y_pan,pan_pan_de_molde,integral,panaderia
desayuno_dulces_y_pan_preparacion_de_postres_bizcochos_tartas_y_otros_postres,desayuno_dulces_y_pan,preparacion_de_postres,bizcochos_tartas_y_otros_postres,panaderia
desayuno_dulces_y_pan_preparacion_de_postres_decoracion_y_complementos_para_postres,desayuno_dulces_y_pan,preparacion_de_postres,decoracion_y_complementos_para_postres,panaderia
desayuno_dulces_y_pan_preparacion_de_postres_flanes_y_natillas,desayuno_dulces_y_pan,preparacion_de_postres,flanes_y_natillas,panaderia
desayuno_dulces_y_pan_preparacion_de_postres_gelatinas,desayuno_dulces_y_pan,preparacion_de_postres,gelatinas,panaderia
desayuno_dulces_y_pan_preparacion_de_postres_siropes_y_caramelos,desayuno_dulces_y_pan,preparacion_de_postres,siropes_y_caramelos,panaderia
despensa_aceites_vinagres_y_alinos_aceites,despensa,aceites_vinagres_y_alinos,aceites,conservas
despensa_aceites_vinagres_y_alinos_vinagres_y_alinos,despensa,aceites_vinagres_y_alinos,vinagres_y_alinos,conservas
despensa_aperitivos,despensa,aperitivos,aperitivos,conservas
despensa_pates_y_foies,despensa,pates_y_foies,pates_y_foies,conservas
despensa_sal_y_especias,despensa,sal_y_especias,sal_y_especias,conservas
despensa_arroz_y_legumbres_arroz,despensa,arroz_y_legumbres,arroz,conservas
despensa_arroz_y_legumbres_legumbres,despensa,arroz_y_legumbres,legumbres,conservas
despensa_cocina_internacional_mejicana,despensa,cocina_internacional,mejicana,conservas
despensa_cocina_internacional_oriental,despensa,cocina_internacional,oriental,conservas
despensa_cocina_internacional_otras,despensa,cocina_internacional,otras,conservas
despensa_conservas_conservas_de_carne,despensa,conservas,conservas_de_carne,conservas
despensa_conservas_conservas_de_pescado,despensa,conservas,conservas_de_pescado,conservas
despensa_conservas_conservas_vegetales,despensa,conservas,conservas_vegetales,conservas
despensa_conservas_y_sopas_caldos,despensa,conservas_y_sopas,caldos,conservas
despensa_conservas_y_sopas_conservas_de_carne,despensa,conservas_y_sopas,conservas_de_carne,conservas
despensa_conservas_y_sopas_conservas_de_pescado,despensa,conservas_y_sopas,conservas_de_pescado,conservas
despensa_conservas_y_sopas_conservas_vegetales,despensa,conservas_y_sopas,conservas_vegetales,conservas
despensa_conservas_y_sopas_cremas,despensa,conservas_y_sopas,cremas,conservas
despensa_conservas_y_sopas_pures,despensa,conservas_y_sopas,pures,conservas
despensa_conservas_y_sopas_sopas,despensa,conservas_y_sopas,sopas,conservas
despensa_desayunos_y_dulces_azucar_y_edulcorantes,despensa,desayunos_y_dulces,azucar_y_edulcorantes,conservas
despensa_desayunos_y_dulces_bolleria,despensa,desayunos_y_dulces,bolleria,conservas
despensa_desayunos_y_dulces_cacao_y_cremas_de_cacao,despensa,desayunos_y_dulces,cacao_y_cremas_de_cacao,conservas
despensa_desayunos_y_dulces_cafe,despensa,desayunos_y_dulces,cafe,conservas
despensa_desayunos_y_dulces_caramelos_chicles_y_golosinas,despensa,desayunos_y_dulces,caramelos_chicles_y_golosinas,conservas
despensa_desayunos_y_dulces_cereales,despensa,desayunos_y_dulces,cereales,conservas
despensa_desayunos_y_dulces_chocolates_y_bombones,despensa,desayunos_y_dulces,chocolates_y_bombones,conservas
despensa_desayunos_y_dulces_galletas,despensa,desayunos_y_dulces,galletas,conservas
despensa_desayunos_y_dulces_infusiones,despensa,desayunos_y_dulces,infusiones,conservas
despensa_desayunos_y_dulces_mermeladas_miel_y_frutas_en_almibar,despensa,desayunos_y_dulces,mermeladas_miel_y_frutas_en_almibar,conservas
despensa_desayunos_y_dulces_preparacion_de_postres,despensa,desayunos_y_dulces,preparacion_de_postres,conservas
despensa_dieteticos_complementos_nutricionales,despensa,dieteticos,complementos_nutricionales,conservas
despensa_dieteticos_perdida_de_peso,despensa,dieteticos,perdida_de_peso,conservas
despensa_dieteticos_semillas,despensa,dieteticos,semillas,conservas
despensa_lacteos_y_huevos_bebidas_vegetales,despensa,lacteos_y_huevos,bebidas_vegetales,conservas
despensa_lacteos_y_huevos_huevos,despensa,lacteos_y_huevos,huevos,conservas
despensa_lacteos_y_huevos_leche,despensa,lacteos_y_huevos,leche,conservas
despensa_lacteos_y_huevos_mantequilla_y_margarina,despensa,lacteos_y_huevos,mantequilla_y_margarina,conservas
despensa_lacteos_y_huevos_nata,despensa,lacteos_y_huevos,nata,conservas
despensa_lacteos_y_huevos_postres,despensa,lacteos_y_huevos,postres,conservas
despensa_lacteos_y_huevos_yogures,despensa,lacteos_y_huevos,yogures,conservas
despensa_pan_biscotes,despensa,pan,biscotes,conservas
despensa_pan_crackers_y_tartaletas,despensa,pan,crackers_y_tartaletas,conservas
despensa_pan_pan_de_hamburguesas_y_perritos,despensa,pan,pan_de_hamburguesas_y_perritos,conservas
despensa_pan_pan_de_horno,despensa,pan,pan_de_horno,conservas
despensa_pan_pan_de_molde,despensa,pan,pan_de_molde,conservas
despensa_pan_pan_rallado,despensa,pan,pan_rallado,conservas
despensa_pan_picos_de_pan,despensa,pan,picos_de_pan,conservas
despensa_pan_snack_de_pan,despensa,pan,snack_de_pan,conservas
despensa_pastas_harinas_y_masas_harinas_y_levaduras,despensa,pastas_harinas_y_masas,harinas_y_levaduras,conservas
despensa_pastas_harinas_y_masas_masas_y_hojaldres,despensa,pastas_harinas_y_masas,masas_y_hojaldres,conservas
despensa_pastas_harinas_y_masas_pastas,despensa,pastas_harinas_y_masas,pastas,conservas
despensa_salsas_mayonesa_y_otras_salsas,despensa,salsas,mayonesa_y_otras_salsas,conservas
despensa_salsas_tomate,despensa,salsas,tomate,conservas
despensa_sopas_caldos,despensa,sopas,caldos,conservas
despensa_sopas_cremas,despensa,sopas,cremas,conservas
despensa_sopas_cremas_y_pures,despensa,sopas,cremas_y_pures,conservas
despensa_sopas_sopas,despensa,sopas,sopas,conservas
drogueria_y_limpieza_accesorios_limpieza_bayetas_y_gamuzas,drogueria_y_limpieza,accesorios_limpieza,bayetas_y_gamuzas,drogueria
drogueria_y_limpieza_accesorios_limpieza_estropajos,drogueria_y_limpieza,accesorios_limpieza,estropajos,drogueria
drogueria_y_limpieza_accesorios_limpieza_fregonas,drogueria_y_limpieza,accesorios_limpieza,fregonas,drogueria
drogueria_y_limpieza_accesorios_limpieza_guantes,drogueria_y_limpieza,accesorios_limpieza,guantes,drogueria
